LocalAuthorityCode,LocalAuthorityName,SiteCode,SiteName,SiteType,DateClosed,DateOpened,Latitude,Longitude,LatitudeWGS84,LongitudeWGS84,Northing,Easting
18,Hounslow,HS9,Hounslow - Feltham,Roadside,2012-04-01 00:00:00,2009-08-19 00:00:00,51.4473877655456,-0.408732837243793,6700816.26812,-45499.9313125,510567.5713969804,173299.73116908
18,Hounslow,HS7,Hounslow - Hatton Cross,Urban Background,2012-04-01 00:00:00,2006-01-05 00:00:00,51.463402,-0.427525,6703677.17104,-47591.8653014,509223.65814772615,175052.21200070693
18,Hounslow,HS6,Hounslow - Heston Road,Roadside,2012-04-01 00:00:00,2006-04-13 00:00:00,51.479129,-0.36476,6706487.73751,-40604.8974618,513543.9834738354,176896.4233655189
18,Hounslow,HS8,Hounslow and Ealing - Gunnersbury Avenue,Roadside,2015-02-09 00:00:00,2012-02-09 00:00:00,51.500676298573,-0.284383168481281,6710340.02137534,-31657.3895055139,519068.4846843151,179420.02981524201
19,Islington,IS6,Islington - Arsenal,Urban Background,,2007-03-14 00:00:00,51.557895,-0.106989,6720578.5826,-11909.9610005,531214.5332361056,186085.71430647562
19,Islington,IS5,Islington - Duncan Terrace,Roadside,2009-03-11 00:00:00,2006-08-04 00:00:00,51.5322658877275,-0.104413186512037,6715990.98676,-11623.2227546,531466.9198156691,183240.61728125074
19,Islington,IS4,Islington - Foxham Gardens,Urban Background,2009-03-11 00:00:00,2006-04-20 00:00:00,51.5600403385285,-0.131679425163847,6720962.71416,-14658.4865572,529497.1537026775,186280.24662100806
19,Islington,IS2,Islington - Holloway Road,Roadside,,2000-07-12 06:45:00,51.555378,-0.116146,6720127.92666,-12929.3135777,530587.0751162632,185789.456222607
19,Islington,IS1,Islington - Upper Street,Urban Background,2007-03-14 00:00:00,1994-05-13 01:00:00,51.5407003385595,-0.103269578193151,6717500.4632,-11495.9168589,531521.909135967,184180.50505219825
20,Kensington and Chelsea,KC2,Kensington and Chelsea - Cromwell Road,Roadside,2017-10-27 00:00:00,1998-05-10 20:00:00,51.49550391,-0.178809464,6709415.12178,-19904.9784815,526409.3612844325,179021.9361089924
20,Kensington and Chelsea,KC5,Kensington and Chelsea - Earls Court Rd,Kerbside,2017-10-27 00:00:00,2002-05-01 00:00:00,51.49019756,-0.190863311,6708466.37696,-21246.8065916,525587.3462759093,178411.16913409228
20,Kensington and Chelsea,KG2,Kensington and Chelsea - Green Screen BG,Urban Background,2014-10-31 00:00:00,2013-10-30 00:00:00,51.4894131144322,-0.193640886158949,,,525396.6983045454,178319.18414370745
20,Kensington and Chelsea,KG1,Kensington and Chelsea - Green Screen RS,Roadside,2014-10-31 00:00:00,2013-10-30 00:00:00,51.4894131144322,-0.193640886158949,,,525396.6983045454,178319.18414370745
20,Kensington and Chelsea,KC4,Kensington and Chelsea - Kings Road,Roadside,2017-10-26 00:00:00,2000-09-27 14:15:00,51.48743685,-0.168397129,6707972.82158,-18745.8826513,527154.4752007762,178142.9865315425
20,Kensington and Chelsea,KC3,Kensington and Chelsea - Knightsbridge,Roadside,2017-10-26 00:00:00,2000-03-28 11:30:00,51.49913951,-0.164337605,6710065.20988,-18293.9785068,527403.6415323762,179451.27355418119
20,Kensington and Chelsea,KC1,Kensington and Chelsea - North Ken,Urban Background,,1995-03-17 00:00:00,51.5210467476039,-0.213492139585065,6713983.58013,-23765.836267,523932.86720379506,181802.76227638446
20,Kensington and Chelsea,KC7,Kensington and Chelsea - North Ken FDMS,Urban Background,2018-03-01 00:00:00,2003-11-21 00:00:00,51.5210467476039,-0.213492139585065,6713986.93682,-23760.7189562,523932.86720379506,181802.76227638446
20,Kensington and Chelsea,KF1,Kensington and Chelsea - North Ken FIDAS,Urban Background,,2017-02-20 00:00:00,51.5210467476039,-0.213492139585065,6714219.73046,-17221.1247886,523932.86720379506,181802.76227638446
20,Kensington and Chelsea,WE0,Kensington and Chelsea - Pembroke Road,Urban Background,2007-09-30 00:00:00,1987-01-01 00:00:00,51.4942847451596,-0.199340350918702,6709197.13236,-22190.4663588,524987.7472647907,178851.11906544532
21,Kingston,KT1,Kingston - Chessington,Suburban,2008-07-07 12:00:00,1996-01-24 14:00:00,51.3566466913867,-0.316770841962737,6684624.52196,-35262.7688254,517188.7839273197,163352.94386773495
21,Kingston,A30,Kingston - Kingston Bypass A3,Roadside,2007-09-30 00:00:00,1997-03-20 00:00:00,51.373553348648,-0.291969827871431,6687638.8951,-32501.9325656,518871.5660245102,165272.7204701577
21,Kingston,KT2,Kingston - Town Centre,Roadside,2000-06-23 08:45:00,1996-04-26 06:00:00,51.4144307605309,-0.301706822060131,6694931.73731,-33585.8498006,518088.64567485626,169802.176271316
21,Kingston,KT5,Kingston Upon Thames - Cromwell Road,Roadside,,2018-03-12 00:00:00,51.412308,-0.29658478,6694552.86016453,-33015.6666866351,518450.2639316188,169574.41031954606
21,Kingston,KT6,Kingston Upon Thames - Kingston Vale,Roadside,,2018-03-12 00:00:00,51.4355006647773,-0.257029893767993,6698693.31606622,-28612.4368929022,521139.2548398494,172217.89841636067
21,Kingston,KT3,Kingston Upon Thames - Sopwith Way,Roadside,2016-07-13 00:00:00,2015-03-10 00:00:00,51.413691,-0.302269,6694799.70046663,-33648.431162592,518051.4636108978,169719.01560320143
21,Kingston,KT4,Kingston Upon Thames - Tolworth Broadway,Roadside,,2015-04-13 00:00:00,51.379312,-0.281259,6688665.88821522,-31309.6086610253,519601.93382779293,165930.4457197702
22,Lambeth,LB5,Lambeth - Bondway Interchange,Industrial,,2005-02-01 00:00:00,51.4854867739729,-0.124545234819213,6707629.96897,-13860.2784792,530204.0988355392,178003.23914647006
22,Lambeth,LB4,Lambeth - Brixton Road,Kerbside,,2003-12-18 00:00:00,51.464113541162,-0.11458102695123,6703810.46654,-12751.5363509,530957.014301086,175644.5238945495
22,Lambeth,LB1,Lambeth - Christchurch Road,Roadside,2010-12-02 00:00:00,2000-09-24 09:00:00,51.444249,-0.121731,6700255.65312,-13551.0329338,530517.0830219279,173423.03262663377
22,Lambeth,LB3,Lambeth - Loughborough Junct,Urban Background,2010-12-20 00:00:00,2001-12-19 11:00:00,51.464866,-0.099161,6703938.76106,-11038.5520266,532025.7958302067,175755.8787877897
22,Lambeth,LB6,Lambeth - Streatham Green,Urban Background,,2009-08-17 00:00:00,51.4282131429499,-0.13186863879576,6697392.0894,-14679.5497223,529858.167881814,171622.0008958554
22,Lambeth,LB2,Lambeth - Vauxhall Cross,Roadside,2003-07-01 00:00:00,2001-12-19 15:00:00,51.4849123099475,-0.125173736606014,6707521.51445,-13934.2766197,530162.1043462574,177938.24676817766
23,Lewisham,LW1,Lewisham - Catford,Urban Background,2021-11-03 00:00:00,1996-08-02 15:00:00,51.445468,-0.020266,6700473.37417,-2256.00080042,537563.4071265172,173744.25313367162
23,Lewisham,LW5,Lewisham - Deptford,Urban Background,,2019-09-20 00:00:00,51.4795312838203,-0.0252606031340197,6703907.50224776,-1788.70865141176,537114.2372888314,177522.3213961392
23,Lewisham,HP1,Lewisham - Honor Oak Park,Urban Background,,2018-11-27 00:00:00,51.4496728960354,-0.0374153592115306,,,536359.3452150553,174179.7183808389
23,Lewisham,LW6,Lewisham - Laurence House Catford,Roadside,,2021-11-09 00:00:00,51.4447808,-0.0221832,6700350.63522365,-2469.42252816535,537432.264155407,173664.24575064145
23,Lewisham,LW4,Lewisham - Loampit Vale,Roadside,,2012-07-10 00:00:00,51.4646910611736,-0.0160682432041527,6703907.50224776,-1788.70865141176,537797.1585991814,175889.51908799642
23,Lewisham,LW3,Lewisham - Mercury Way,Industrial,2016-02-03 00:00:00,2010-01-01 00:00:00,51.4811412184719,-0.0456708566668043,6706847.41027,-5084.05650824,535692.4143870937,177663.29944835138
23,Lewisham,LW2,Lewisham - New Cross,Roadside,,2002-03-31 13:45:00,51.474954,-0.039641,6705741.5303,-4412.81593454,536129.4637716425,176986.54414164365
27,Richmond,TD5,London Teddington Bushy Park ,Suburban,,2004-11-15 00:00:00,51.4252560360937,-0.345608290872898,6696694.23761,-38484.7706099,515009.0258970031,170936.02968525005
33,Westminster,MR8,Marylebone Road - BAM,Kerbside,,2012-01-11 00:00:00,51.5225093597419,-0.154622154656843,6714250.73471,-17208.8800817,528012.3563053494,182066.7453170504
24,Merton,ME2,Merton - Merton Road,Roadside,,2011-06-29 00:00:00,51.4161384794862,-0.192230805042824,6695236.54926,-21399.0353321,525695.6937846808,170174.15906809663
24,Merton,ME1,Merton - Morden Civic Centre,Roadside,2017-01-27 00:00:00,2010-01-13 00:00:00,51.40105,-0.195929,6692543.79001,-21810.7165116,525479.8766755572,168490.13737605876
24,Merton,ME9,Merton - Morden Civic Centre 2,Roadside,,2017-01-27 00:00:00,51.40162,-0.19589212,6692543.79001,-21810.7165116,525480.8814615518,168553.57861337595
24,Merton,ME7,Merton - Willow Lane Industrial Estate,Industrial,2016-04-01 00:00:00,2015-08-05 00:00:00,51.3943415638,-0.165161044588,6691346.85700233,-18385.6433824213,527638.4165317379,167797.35690694058
25,Newham,TL6,Newham - Britannia Gate,Roadside,,2020-12-04 00:00:00,51.503858,0.020574415,6709055.39086079,-16687.4595868565,540221.7845712597,180314.0027172993
25,Newham,NM2,Newham - Cam Road,Roadside,,1998-08-18 00:00:00,51.537598,-0.002138,6716945.21884,-238.001071316,538543.3094830855,184022.2426763122
25,Newham,NM4,Newham - East Ham Town Hall,Roadside,,2022-12-19 00:00:00,51.5330166040173,0.0550002064487128,6716125.3278,6122.59497,542519.5369113887,183622.61114433588
25,Newham,TL5,Newham - Hoola Tower,Roadside,,2021-03-08 00:00:00,51.508198,0.015002152,6709055.39086079,-16687.4595868565,539821.8340397999,180785.89839370392
25,Newham,NM1,Newham - Tant Avenue,Urban Background,2003-12-31 00:00:00,1998-01-01 00:00:00,51.514764,0.011989,6712859.64322,1334.60937512,539592.6944528159,181510.20930698627
25,Newham,NM3,Newham - Wren Close,Urban Background,,2003-03-21 00:00:00,51.514727,0.014554,6712853.02465,1620.14386901,539770.7520923705,181510.99172892992
26,Redbridge,RB3,Redbridge - Fullwell Cross,Kerbside,2012-03-30 10:45:00,1999-11-20 14:00:00,51.593935,0.085516,6727034.09695,9519.59757468,544442.4717983716,190455.91237796063
26,Redbridge,RB4,Redbridge - Gardner Close,Roadside,,1999-11-21 13:00:00,51.57661,0.030858,6723930.18984,3435.0968469,540710.756143587,188422.9564084532
26,Redbridge,RB2,Redbridge - Ilford Broadway,Kerbside,2003-06-01 00:00:00,1999-12-01 14:00:00,51.5583461865157,0.0699915095238029,6720659.36787,7791.41920004,543479.4053101067,186468.27416698606
26,Redbridge,RB7,Redbridge - Ley Street,Urban Background,,2014-05-15 00:00:00,51.5694843315237,0.0829074748964946,6722606.75352,9108.2720562,544339.2926618911,187732.1260404657
26,Redbridge,RB1,Redbridge - Perth Terrace,Urban Background,2014-05-13 00:00:00,1999-11-21 10:00:00,51.569221,0.081821,6722606.75352,9108.2720562,544264.8444493441,187700.70236593738
26,Redbridge,RB5,Redbridge - South Woodford,Roadside,2012-03-30 10:45:00,2003-11-19 00:00:00,51.595851,0.020087,6727377.43579,2236.07461156,539905.4164783652,190541.68063386524
33,Westminster,CE1,Regent Street facade (The Crown Estate),Roadside,,2020-05-01 00:00:00,51.5111824979787,-0.139114122784456,6712207.95182978,-15479.0357379246,529120.0823725065,180834.54829210974
27,Richmond,RI2,Richmond Upon Thames - Barnes Wetlands,Suburban,,2001-03-29 10:00:00,51.476168,-0.230427,6705958.50423,-25651.016305,522878.8054592996,176784.06738979145
27,Richmond,RI1,Richmond Upon Thames - Castelnau,Roadside,,2000-06-14 00:15:00,51.480189,-0.237335,6706677.20458,-26420.0113474,522388.3844320158,177219.59762032982
27,Richmond,RHG,Richmond Upon Thames - Chertsey Road,Roadside,2020-08-06 00:00:00,2016-05-24 00:00:00,51.4531422511004,-0.341218138106469,6701844.17704606,-37984.2293834411,515243.98411654925,174043.65899719502
28,Southwark,SK5,Southwark - A2 Old Kent Road,Roadside,,2010-11-24 00:00:00,51.4804994936467,-0.0595528932573422,6706732.70383,-6629.39775267,534730.5349781716,177566.30760368696
28,Southwark,SK9,Southwark - A2 Old Kent Road FIDAS,Roadside,,2010-11-24 00:00:00,51.4804994936467,-0.0595528932573422,6706732.70383,-6629.39775267,534730.5349781716,177566.30760368696
28,Southwark,SK6,Southwark - Elephant and Castle,Urban Background,,2013-01-23 00:00:00,51.4931557048667,-0.101527038274853,6709004.43394458,-11305.3848459833,531779.8982985679,178897.13789028974
28,Southwark,SK7,Southwark - Heygate,Urban Background,2015-11-11 00:00:00,2014-08-26 00:00:00,51.4929813788003,-0.0985378910481832,6708964.09395799,-10969.1878553268,531987.8723658518,178883.14030896162
28,Southwark,SK1,Southwark - Larcom Street,Urban Background,2009-06-17 12:00:00,1993-03-01 00:00:00,51.490548,-0.09661,6708529.03021,-10754.5760055,532128.7198941202,178616.051505887
28,Southwark,SKA,Southwark - Lower Road,Roadside,,2020-11-24 00:00:00,51.4965604167321,-0.0530504472531612,6709604.03228416,-5905.54877457732,535134.4771972013,179364.09405642212
28,Southwark,SK2,Southwark - Old Kent Road,Roadside,2006-04-21 00:00:00,1994-05-03 00:00:00,51.4819456792926,-0.0627176235171689,6706991.20756,-6981.6939137,534506.5623365226,177721.2882687873
28,Southwark,SKC,Southwark - South Circular Road,Roadside,,2021-07-22 00:00:00,51.442633,-0.077653974,6699967.03434404,-8644.40084375411,533584.3690608493,173322.81285107357
28,Southwark,SK8,Southwark - Tower Bridge Road,Roadside,,2019-06-01 00:00:00,51.5013906712066,-0.0782034373606952,6710467.7700201,-8705.56682527626,533374.6951188738,179855.02904366152
28,Southwark,SKB,Southwark - Vicarage Grove,Roadside,,2021-01-26 00:00:00,51.4735803479615,-0.0877818536754426,6705496.02929574,-9771.83125203992,532790.7806997607,176745.39882367654
29,Sutton,ST8,Sutton - Beddington Lane ,Industrial,2020-10-16 00:00:00,2012-04-04 00:00:00,51.3835652277943,-0.136417861473301,6689424.4883013,-15185.9668743151,529668.2117320754,166649.59459735392
29,Sutton,ST5,Sutton - Beddington Lane north,Industrial,,2005-12-01 00:00:00,51.389286904505,-0.141661524779893,6690449.76537,-15766.2908005,529287.2567871135,167276.5183003684
29,Sutton,ST9,Sutton - Beddington Village,Roadside,,2020-10-16 00:00:00,51.3712010773161,-0.131948824988095,6687219.43013176,-14688.4760084455,530014.1740445144,165282.75919864367
29,Sutton,ST3,Sutton - Carshalton,Suburban,2016-07-13 00:00:00,1995-05-05 07:00:00,51.365318,-0.165936,6686170.43427,-18471.9110243,527665.2484325605,164568.9105094137
29,Sutton,ST2,Sutton - North Cheam,Urban Background,2002-05-03 00:00:00,1995-04-25 17:00:00,51.3771892138334,-0.222044077436931,6688287.29725,-24717.8336339,523727.95726777293,165792.67573383352
29,Sutton,ST1,Sutton - Robin Hood School,Roadside,2002-04-26 00:00:00,1995-04-26 07:00:00,51.365744,-0.195563,6686246.38867,-21769.973578,525601.9620768018,164565.11347360729
29,Sutton,ST7,Sutton - Therapia Lane,Industrial,2012-02-10 00:00:00,2010-02-09 00:00:00,51.3858391292126,-0.136339857220486,6689830.08727,-15177.2834806,529667.210833628,166902.56435807247
29,Sutton,ST4,Sutton - Wallington,Kerbside,,2002-07-17 00:00:00,51.3586596124998,-0.149723946604927,6684987.88329,-16663.3032574,528812.3299441122,163856.92529602983
29,Sutton,ST6,Sutton - Worcester Park,Kerbside,,2008-11-04 00:00:00,51.377923,-0.240414,6688418.16328,-26762.7640596,522447.72498111794,165843.42534402647
30,Tower Hamlets,TH3,Tower Hamlets - Bethnal Green,Urban Background,2009-11-02 00:00:00,1999-10-24 12:00:00,51.526737,-0.053869,6715001.65788,-5996.66964954,534988.4265246156,182717.90242784272
30,Tower Hamlets,TH4,Tower Hamlets - Blackwall,Roadside,,2006-09-08 00:00:00,51.5150461674013,-0.00841849265642741,6712915.63292,-933.636569283,538176.0883882141,181502.8491503962
12,Hackney,CW3,Tower Hamlets - Jubilee Park,Urban Background,,2022-01-17 00:00:00,51.5029878731458,-0.0180219908165375,,,537546.1726419665,180144.00941454998
30,Tower Hamlets,TH2,Tower Hamlets - Mile End Road,Roadside,,1994-03-10 00:00:00,51.5225294860844,-0.0421550991900347,6714255.02857,-4688.33167425,535813.380537924,182271.74872896777
30,Tower Hamlets,TH6,Tower Hamlets - Millwall Park,Urban Background,2016-11-26 00:00:00,2015-07-06 00:00:00,51.4891342634,-0.0129769309432,6708276.27893065,-1444.5853446565,537938.0818738977,178613.13936204056
30,Tower Hamlets,TH1,Tower Hamlets - Poplar,Urban Background,2013-07-02 00:00:00,1994-01-04 17:00:00,51.510012,-0.019866,6712009.64865,-2211.4730041,537397.0786767378,180921.55036901834
30,Tower Hamlets,TH5,Tower Hamlets - Victoria Park,Urban Background,2016-11-26 00:00:00,2012-07-25 00:00:00,51.5405194915241,-0.033307388878,6717468.09487173,-3707.7615695525,536373.3023601677,184288.5094997076
31,Waltham Forest,WL3,Waltham Forest - Chingford,Roadside,2007-04-18 00:00:00,2003-07-14 12:00:00,51.6251928602333,-0.0225973251092037,6732637.17949,-2515.52272445,536861.2030047202,193723.38240581992
31,Waltham Forest,WL4,Waltham Forest - Crooked Billet,Kerbside,2011-04-01 00:00:00,2007-11-01 00:00:00,51.601718495597,-0.016498263136,6728428.95552,-1836.57825127,537354.1519533461,191124.6951393076
31,Waltham Forest,WL1,Waltham Forest - Dawlish Road,Urban Background,2011-04-01 00:00:00,1998-07-05 08:00:00,51.562422,-0.004891,6721389.18152,-544.46362947,538277.1169277761,186777.1980901437
31,Waltham Forest,WL5,Waltham Forest - Leyton,Roadside,2011-04-01 00:00:00,2007-09-20 00:00:00,51.556257676576,-0.013629679065,6720285.4254,-1517.24893319,537690.130506839,186075.30046790926
31,Waltham Forest,WL2,Waltham Forest - Mobile,Roadside,2001-10-12 11:00:00,1998-07-09 12:15:00,51.564725703428,0.00399595335237289,6721801.71074,444.82749242,538885.9770683416,187050.1881188973
32,Wandsworth,WAA,Wandsworth - Battersea,Roadside,,2012-06-19 00:00:00,51.4794395281222,-0.141786953606306,6706543.24163182,-15783.6514765835,529024.2491138082,177300.3189782066
32,Wandsworth,WA1,Wandsworth - Garratt Lane,Roadside,1996-02-26 00:00:00,1995-04-01 00:00:00,51.4548722085,-0.193003999857021,6702153.22021,-21485.1069851,525535.6964147576,174479.64375872439
32,Wandsworth,WA4,Wandsworth - High Street,Roadside,2007-08-30 08:45:00,1998-01-31 23:00:00,51.4564354037312,-0.191157408342927,6702432.48271,-21279.5453581,525659.6802092877,174656.62304222744
32,Wandsworth,WAC,Wandsworth - Lavender Hill (Clapham Jct),Roadside,,2016-04-14 00:00:00,51.4636903568111,-0.166713485994806,6703728.69446334,-18558.4603693134,527337.4671402614,175505.52755044613
32,Wandsworth,WA9,Wandsworth - Putney,Urban Background,,2011-01-04 00:00:00,51.4650325059122,-0.215824580947572,6703968.51315,-24025.4824518,523922.89354318444,175570.5075470399
32,Wandsworth,WA7,Wandsworth - Putney High Street,Kerbside,,2009-07-09 00:00:00,51.463429,-0.215871,6703681.99537,-24030.649797,523924.01389633736,175392.13358044374
32,Wandsworth,WA8,Wandsworth - Putney High Street Facade,Roadside,,2010-04-23 00:00:00,51.4637206047191,-0.215890144123119,6703734.09916,-24032.7809111,523921.8942558442,175424.52499874824
32,Wandsworth,WA3,Wandsworth - Roehampton,Rural,2000-11-24 13:45:00,1994-10-31 00:00:00,51.4569204685076,-0.245562490498382,6702519.14075,-27335.8914002,521879.15274386137,174618.6140397969
32,Wandsworth,WA6,Wandsworth - Tooting,Roadside,2009-08-28 13:30:00,2008-07-01 00:00:00,51.425284,-0.164452,6696869.13346,-18306.7128999,527601.5560385823,171239.06151103578
32,Wandsworth,WAB,Wandsworth - Tooting High Street,Roadside,,2015-06-11 00:00:00,51.429331,-0.166524,6697591.67537674,-18537.3668848591,527446.2662711305,171685.4396652103
32,Wandsworth,WA2,Wandsworth - Wandsworth Town Hall,Urban Background,,1994-10-11 14:00:00,51.456962,-0.191074,6702526.5605,-21270.2603838,525664.0277856487,174715.31867424346
33,Westminster,CE2,Waterloo Place (The Crown Estate),Roadside,,2020-12-21 00:00:00,51.5075819137762,-0.133068372704093,6711575.01117305,-14813.1034901092,529549.7557595817,180444.88169150392
33,Westminster,BP0,Westminster - Bridge Place,Urban Background,1999-11-21 13:45:00,1990-07-03 00:00:00,51.4938505656999,-0.143808451030166,6709119.5015,-16008.6835404,528843.2652664983,178899.1271357202
33,Westminster,WMA,Westminster - Buckingham Palace Road,Roadside,2020-04-27 10:00:00,2018-02-18 00:00:00,51.4932327916861,-0.147391757027028,,,528596.2964320243,178824.13521941123
33,Westminster,WMC,Westminster - Cavendish Square,Roadside,,2018-05-31 12:00:00,51.5168016452062,-0.145657269364411,6713226.17707297,-16227.821409371,528650.2790821667,181447.82162861826
33,Westminster,WM4,Westminster - Charing Cross Library,Roadside,2011-01-11 00:00:00,2007-02-01 00:00:00,51.510205,-0.128177,6712044.16901,-14268.5983714,529881.6892309402,180745.21414464666
33,Westminster,WM5,Westminster - Covent Garden,Urban Background,,2009-07-10 00:00:00,51.5119769825798,-0.12162720332856,6712361.11612,-13539.4783411,530331.0710271685,180953.88672402911
33,Westminster,GV2,Westminster - Duke Street (Grosvenor),Roadside,,2019-08-22 16:00:00,51.5129998832095,-0.150913488159214,6712548.93416217,-16799.8922725577,528296.3250621926,181015.8720231856
33,Westminster,GV1,Westminster - Ebury Street (Grosvenor),Roadside,,2018-12-11 09:00:00,51.493492,-0.149906,6709055.39086079,-16687.4595868565,528421.0587306631,178848.5426683701
33,Westminster,WMD,Westminster - Elizabeth Bridge,Roadside,,2020-04-27 00:00:00,51.4922482333024,-0.147114752900186,6708833.01244356,-16376.739381027,528618.2941235718,178715.14833184343
33,Westminster,WM0,Westminster - Horseferry Road,Urban Background,,2001-07-17 00:00:00,51.494681,-0.131938,6709267.98298,-14687.2709763,529664.8033924331,179012.42475307296
33,Westminster,MY1,Westminster - Marylebone Road,Kerbside,,1997-05-26 12:00:00,51.52254,-0.15459,6714250.73471,-17208.8800817,528014.5007403663,182070.20849905
33,Westminster,MY7,Westminster - Marylebone Road FDMS,Kerbside,2021-12-21 08:00:00,2004-01-22 12:00:00,51.52254,-0.15459,6714250.73471,-17208.8800817,528014.5007403663,182070.20849905
33,Westminster,WM6,Westminster - Oxford Street,Kerbside,,2011-01-01 00:00:00,51.5139287404213,-0.152792701881935,6712710.23315,-17008.8057704,528163.3412774755,181115.85958817144
33,Westminster,WMZ,Westminster - Oxford Street 2,Kerbside,2016-09-08 00:00:00,2016-05-13 00:00:00,51.5139287404213,-0.152792701881935,6712710.23315,-17008.8057704,528163.3412774755,181115.85958817144
33,Westminster,WMB,Westminster - Oxford Street East,Roadside,,2018-06-05 00:00:00,51.516066,-0.13516388,6712710.23315,-17008.8057704,529380.3147910808,181384.5256745981
33,Westminster,NB1,Westminster - Strand (Northbank BID),Roadside,,2015-04-28 00:00:00,51.5119701188277,-0.116713103528546,6712364.87549212,-12992.6543679369,530672.028384808,180961.88698817822
33,Westminster,WM8,Westminster - Victoria,Urban Background,2016-04-04 00:00:00,2014-01-06 00:00:00,51.497066177578,-0.142438820740121,6709694.46727186,-15856.2169939846,528929.2530658768,179259.08439609088
33,Westminster,WM9,Westminster - Victoria (Victoria BID),Roadside,2017-09-20 00:00:00,2016-08-08 00:00:00,51.4977331829735,-0.14424140916201,6709818.70995547,-16057.0573104942,528802.2686476669,179330.07545130805
33,Westminster,VS1,Westminster - Victoria Street,Kerbside,2008-04-01 00:00:00,2003-05-02 15:00:00,51.4992450135925,-0.131285173980659,6710084.07594,-14614.5987162,529697.1560443522,179521.0558164944
